ID	Type	Kind	Rate	Times	Content	FlagID
185	4	MajorEvnt	10	4000|7000	[NAME]Dalam reinkarnasi ini, saya bereinkarnasi menjadi keluarga petani biasa.，Secara kebetulan, dia dipilih oleh makhluk abadi dan naik gunung untuk menjadi anak laki-laki.。Namun[NAME]Masih merindukan nasib peri，Ditendang dari gunung karena melakukan kesalahan，Mengakhiri hidupnya dengan penyesalan。	
186	4	MajorEvnt	10	2000|4000	[NAME]Dalam reinkarnasi ini, saya terlahir kembali dalam keluarga pedagang.，Mengekspos uang dalam suatu transaksi，Diikuti demi uang dan kematian，masuk kembali ke reinkarnasi。	
187	4	MajorEvnt	10	500|1200	[NAME]Reinkarnasi ini menjadi anak seorang petani miskin，Sakit parah ketika saya masih sangat muda，Tidak ada uang untuk pengobatan，meninggal saat masih bayi，masuk kembali ke reinkarnasi。	
188	4	MajorEvnt	10	4000|7000	[NAME]Jadilah seorang sarjana dalam reinkarnasi ini，Namun karena pemahamannya yang terlalu rendah，Setelah ujian seumur hidup, saya gagal dalam prestasi akademis saya.，Akhirnya meninggal dalam depresi，masuk kembali ke reinkarnasi。	
189	4	MajorEvnt	10	2000|2500	[NAME]Reinkarnasi ini berakhir di rumah bordil，Menjadi Wanita Kembang Api。setengah hidup yang menyedihkan，Akhirnya bunuh diri dengan cara tenggelam di sungai，masuk kembali ke reinkarnasi。	
190	4	MajorEvnt	10	2000|2500	[NAME]Reinkarnasi ini menjadi seorang putri kerajaan，Menikah di luar Tembok Besar untuk menenangkan orang barbar，Meninggal dalam kesengsaraan di usia muda，masuk kembali ke reinkarnasi。	
191	4	MajorEvnt	10	5000|7000	[NAME]Reinkarnasi ini menjadi seorang putri kerajaan，Menikah dengan perdana menteri dinasti sebagai istrinya，Menjalani kehidupan yang sejahtera，Akhir kehidupan，masuk kembali ke reinkarnasi。	
192	4	MajorEvnt	10	3000|4000	[NAME]Kali ini reinkarnasi sedang dalam perjalanan pulang.，menjadi seorang pengemis。Saat mengemis, kepalanya dicambuk oleh seorang pejabat tinggi yang lewat.，Meninggal di jalan，masuk kembali ke reinkarnasi。	
193	4	MajorEvnt	10	2000|3000	[NAME]Reinkarnasi ini dilemparkan ke dalam keluarga kaya，Namun menjadi kebiasaan buruk berjudi，Akhirnya menjadi pengemis，Akhirnya mati kelaparan di jalanan，masuk kembali ke reinkarnasi。	
194	4	MajorEvnt	10	1500|2500	[NAME]Reinkarnasi ini menjadi anak seorang jenderal，Namun, sang jenderal dijebak oleh musuh-musuh politiknya karena melakukan pemberontakan.，Sembilan suku terlibat，mati di tempat eksekusi，masuk kembali ke reinkarnasi。	
195	4	MajorEvnt	10	2000|4000	[NAME]Reinkarnasi ini sangat tidak beruntung，Apa pun yang Anda lakukan, Anda gagal，Akhirnya tak tertahankan，bunuh diri dengan cara tenggelam di sungai，masuk kembali ke reinkarnasi。	
196	4	MajorEvnt	10	4000|7000	[NAME]Reinkarnasi ini lahir di desa terpencil，Jalani hidupmu dengan damai dan gembira，Sangat senang。	
197	5	Start	10	30|50	[NAME]Akhirnya kehilangan seluruh emosi manusia，Menjadi dewa，Menjauhlah dari dunia。	
198	5	End	10		[NAME]Ikutilah doa orang-orang beriman，Ciptakan dunia yang kacau untuk menampung kerajaan Tuhan Anda sendiri，tidak lagi berkomunikasi dengan dunia luar，mandiri，Tidak ada bencana atau malapetaka，Kebebasan abadi。	
199	6	Start	10	1|2	Berlari di Kaisar Iblis Fu Pi Kong《Salinan》，Menggunakan perintah Donghuang untuk mengedarkan keberuntungan seribu tahun, dia membuka dunia langit dan bumi dan pada saat yang sama，Dunia keabadian telah mengalami perubahan yang mengejutkan。Jalan surga yang belum lengkap di dunia ini dipandu oleh jalan surga di dunia yang luas.，Perlahan mulai hancur，dan secara bertahap kembali ke dunia。terpengaruh oleh hal ini，Semua bhikkhu di dunia budidaya keabadian telah mengalami kemunduran dalam kemampuan fisik mereka.，Terutama mereka yang memiliki keterampilan mendalam，Tiba-tiba kekacauan muncul，Orang-orang panik。	1
200	6	Start	10	1|2	Berlari di Kaisar Iblis Fu Pi Kong《Salinan》，Menggunakan perintah Donghuang untuk mengedarkan keberuntungan seribu tahun, dia membuka dunia langit dan bumi dan pada saat yang sama，Dunia keabadian telah mengalami perubahan yang mengejutkan。Jalan surga yang belum lengkap di dunia ini dipandu oleh jalan surga di dunia yang luas.，Perlahan mulai hancur，dan secara bertahap kembali ke dunia。terpengaruh oleh hal ini，Semua bhikkhu di dunia budidaya keabadian telah mengalami kemunduran dalam kemampuan fisik mereka.，Terutama mereka yang memiliki keterampilan mendalam，Tiba-tiba kekacauan muncul，Orang-orang panik。	2
201	6	Start	10	1|2	Berlari di Kaisar Iblis Fu Pi Kong《Salinan》，Menggunakan perintah Donghuang untuk mengedarkan keberuntungan seribu tahun, dia membuka dunia langit dan bumi dan pada saat yang sama，Dunia keabadian telah mengalami perubahan yang mengejutkan。Jalan surga yang belum lengkap di dunia ini dipandu oleh jalan surga di dunia yang luas.，Perlahan mulai hancur，dan secara bertahap kembali ke dunia。terpengaruh oleh hal ini，Semua bhikkhu di dunia budidaya keabadian telah mengalami kemunduran dalam kemampuan fisik mereka.，Terutama mereka yang memiliki keterampilan mendalam，Tiba-tiba kekacauan muncul，Orang-orang panik。	3
202	6	Start	10	1|2	Berlari di Kaisar Iblis Fu Pi Kong《Salinan》，Menggunakan perintah Donghuang untuk mengedarkan keberuntungan seribu tahun, dia membuka dunia langit dan bumi dan pada saat yang sama，Dunia keabadian telah mengalami perubahan yang mengejutkan。Jalan surga yang belum lengkap di dunia ini dipandu oleh jalan surga di dunia yang luas.，Perlahan mulai hancur，dan secara bertahap kembali ke dunia。terpengaruh oleh hal ini，Semua bhikkhu di dunia budidaya keabadian telah mengalami kemunduran dalam kemampuan fisik mereka.，Terutama mereka yang memiliki keterampilan mendalam，Tiba-tiba kekacauan muncul，Orang-orang panik。	4
203	6	End	50		[NAME]Meskipun saya menerima bimbingan dari para tetua sekte,，Namun hati yang ingin berlatih tidak dapat menahannya。Setelah hidup di dunia fana untuk jangka waktu tertentu,，[NAME]Atau mengambil risiko untuk kembali ke Central Plains?。Pada saat itu, kekacauan di dunia spiritual telah terjadi，Di bawah pertempuran antar makhluk abadi，Kehidupan fana itu seperti rumput dan sawi。[NAME]Takdir ditakdirkan untuk menjadi seperti ini，Saat berkunjung ke pegunungan，Menghadapi pertarungan antar makhluk abadi，Ditinggal tanpa tulang tersisa。	1
204	6	End	50		[NAME]Menerima bimbingan dari para tetua sekte，Meskipun entah bagaimana，Tetapi[IT]Sadar betul akan bahayanya dunia keabadian，Jadi saya kehilangan akal，Hiduplah dengan ketenangan pikiran。[IT]Gunakan pengetahuan keluarga Xian di Shanmen，Rumor tentang tinggal di negara fana yang jauh dari Dataran Tengah semakin meningkat，Meski tidak ada lagi keabadian，Tapi saya juga menjalani kehidupan yang mulia，Akhir kehidupan。	1
205	6	End	10		[NAME]Meskipun saya menerima bimbingan dari para tetua sekte,，Namun hati yang ingin berlatih tidak dapat menahannya。Setelah hidup di dunia fana untuk jangka waktu tertentu,，[NAME]Atau mengambil risiko untuk kembali ke Central Plains?。Pada saat itu, kekacauan telah muncul di dunia latihan di Central Plains.，Sering terjadi perkelahian antar makhluk abadi，Dayung berdarah。Tetapi[NAME]Peluang adalah takdir，Sebaliknya, ia berhasil bertahan dalam kekacauan ini.，Saya bahkan menemukan peluang saya sendiri，Benar-benar memulai jalur latihan spiritual。Dalam pengalaman selanjutnya，[NAME]Saya menemukan mantan teman sekelas saya yang tinggal di dunia ini，Dan pahami keseluruhan cerita kekacauan itu。[NAME]Hati yang teguh，Dengan tegas memutuskan untuk melangkah ke jalan menuju tempat sunyi，Kembali ke dunia。Meskipun saya menyerahkan semua pencapaian yang diperoleh dengan susah payah,，Tapi negeri dongeng baru telah hadir[NAME]terungkap di depan matamu。	1
206	6	End	10		[NAME]Hati yang teguh，Dia segera memutuskan untuk mengikuti para senior di sekte tersebut dan memasuki jalan menuju tempat sunyi.，Kembali ke dunia。Meskipun saya menyerahkan semua pencapaian yang diperoleh dengan susah payah,，Tapi negeri dongeng baru telah hadir[NAME]terungkap di depan matamu。	2
207	6	End	10		[NAME]Bagaimanapun juga, saya merasa tidak mudah untuk memulai jalan menuju keabadian.，Saya benar-benar tidak dapat memutuskan untuk melepaskan budidaya abadi yang saya peroleh dengan susah payah.，Kemudian dia memutuskan untuk tinggal di dunia ini sementara waktu bersama beberapa tetua.。Setelah pecahnya Pemberontakan Dharma，[NAME]Pengasingan yang bijaksana di dunia manusia，Kumpulkan banyak kekayaan dengan mengandalkan budidaya，Meski seluruh budidayanya kemudian hilang，Empat generasi hidup dalam satu atap，Jalani hidup bahagia。	2
208	6	End	10		[NAME]Bagaimanapun juga, saya merasa tidak mudah untuk memulai jalan menuju keabadian.，Saya benar-benar tidak dapat memutuskan untuk melepaskan budidaya abadi yang saya peroleh dengan susah payah.，Kemudian dia memutuskan untuk tinggal di dunia ini sementara waktu bersama beberapa tetua.。Tapi di bawah sarang，Bagaimana bisa ada telur yang utuh?？Setelah pecahnya Pemberontakan Dharma，[NAME]Akhirnya terjerumus ke dalam bencana terakhir ini，masuk kembali ke reinkarnasi。	2
209	6	End	10		[NAME]Saya selalu merasa sulit untuk melakukan latihan spiritual，Menghadapi hilangnya budidaya sepenuhnya，Saat membuat keputusan baru, mau tidak mau saya khawatir tentang untung dan rugi.：Mulai dari awal，Bisakah saya tetap berhasil membangun fondasi dan memulai jalan menuju keabadian?？Apakah dunia baru itu baik atau buruk?，Apa ini berbahaya?？Setelah berpikir panjang，[NAME]Atau memutuskan untuk memanfaatkan kenyataan bahwa tingkat kultivasi saya masih ada?，Mencari momen kebebasan。\n    Setelah pecahnya Pemberontakan Dharma，Seluruh dunia spiritual berkumpul di Dataran Tengah untuk menyelidiki disintegrasi jalan surga.。[NAME]Manfaatkan kesempatan ini untuk menjauh dari pusaran Central Plains，Bangun istana peri Anda sendiri di daerah perbatasan，Kuasai ribuan manusia，Bangun kerajaanmu sendiri，Tanpa beban dan tanpa beban。Namun pada dekade-dekade berikutnya，[NAME]Kultivasi lenyap seiring dengan runtuhnya surga，Akhirnya dibunuh oleh pemberontak domestik，Tidak mendapatkan akhir yang bahagia。	3
210	6	End	10		[NAME]Saya selalu merasa ada penyesalan dalam latihan saya.，Namun, dunia spiritual penuh dengan kesulitan，Ketamakan musuh，Penanggung jawab divisi[IT]Tidak dapat membuat keputusan untuk membangun kembali。Takdir kini telah ditentukan，Sebaliknya ikatan itu dilepaskan[NAME]simpul hati。[NAME]Jadilah kelompok pionir pertama yang memasuki saluran ini。Meski semua budidaya hilang，Namun dunia baru dan negeri dongeng baru sudah ada di sini[NAME]terungkap di hadapanmu。	3
211	6	End	10		[NAME]Aku sangat benci berkelahi，Saya hanya ingin berlatih dengan tenang。Meski situasi berangkat ke dunia masih belum pasti，Namun kini menghadapi kekacauan yang ditakdirkan akan terjadi di dunia ini，[NAME]menghindari。\n    Setelah ragu-ragu sebentar，[NAME]Pilih jalan menuju tempat hening，Pergi ke dunia baru untuk membangun kembali。Meski semua budidaya hilang，Namun dunia baru dan negeri dongeng baru sudah ada di sini[NAME]terungkap di hadapanmu。	3
212	6	End	10		Menghadapi kekacauan yang akan datang di dunia spiritual，[NAME]Meskipun saya memiliki niat untuk pergi ke Dunia Baru terlebih dahulu，Tapi aku tidak pernah bisa melepaskan orang yang kucintai，Tetaplah di dunia ini untuk saat ini。\n    Setelah pecahnya Pemberontakan Dharma，Dataran Tengah menjadi pusat kekacauan。[NAME]Perlindungannya tidak hanya gagal membawa kedamaian bagi keluarganya,，Sebaliknya, hal itu menarik musuh-musuh kuat yang tak tertandingi.，membawa bencana bagi mereka。terjebak dalam pusaran kebencian[NAME]Pada akhirnya, dia tidak luput，Jatuh di jalan balas dendam。	3
213	6	End	5		[NAME]Meramalkan kekacauan yang akan datang，Tidak tahan，Meskipun aku tahu bahwa usahaku hanyalah setetes air dalam ember,，Namun, ia tetap bersatu dengan beberapa rekan muridnya untuk membentuk organisasi untuk melindungi biksu tingkat menengah dan rendah.。\n    Meskipun[NAME]Dia meninggal tidak lama setelah Pemberontakan Kiamat pecah.，Namun setelah keruntuhan hukum surgawi semakin intensif,，Setiap orang telah kehilangan kultivasinya，Kekacauan berangsur-angsur mereda。Banyak biksu yang mendapat manfaat darinya menemukannya[NAME]reinkarnasi，Lindungi dia melalui saat-saat terakhir perpaduan dua dunia，dan reboot[NAME]Menginjakkan kaki di jalan menuju keabadian。	3
214	6	End	5		[NAME]Meramalkan kekacauan yang akan datang，Meskipun aku memahami bahwa tinggal di dunia ini sangatlah beresiko,，Namun saya juga menyadari bahwa peluang yang belum pernah terjadi sebelumnya telah datang。Awal dari akhir kekacauan Dharma，[NAME]Mengandalkan keunggulan informasinya sendiri, ia telah mengumpulkan sejumlah besar sumber daya alam dan harta karun.，dan menyimpannya di tempat rahasia，Lalu berhenti tepat waktu。[NAME]Tahu，jika semuanya berjalan dengan baik，Setelah penggabungan dua dunia, jika Anda mengikuti peta dan mencari harta karun ini,，Sumber daya ini dapat membantu jalan spiritual Anda menjadi lancar dan lancar.，Dapatkan hasil dua kali lipat dengan setengah usaha！\n    Dengan visi ini，[NAME]Kembali ke dunia melalui jalan menuju negeri keheningan，Mulai kembali jalur latihan spiritual。	3
215	6	End	10		[NAME]Meramalkan kekacauan yang akan datang，Meskipun aku memahami bahwa tinggal di dunia ini sangatlah beresiko,，Namun saya juga menyadari bahwa peluang yang belum pernah terjadi sebelumnya telah datang。Awal dari akhir kekacauan Dharma，[NAME]Mengandalkan keunggulan informasinya sendiri, ia telah mengumpulkan sejumlah besar sumber daya alam dan harta karun.，Namun, dia gagal berhenti tepat waktu[NAME]Tapi dia akhirnya terlihat，Jatuh dalam mengejar perburuan harta karun。Semua rencana menjadi sia-sia，Membuatkan gaun pengantin untuk orang lain，Tidak ada hubungannya。	3
216	6	End	10		[NAME]Saya tahu ini berbahaya，Jika Anda mengejar kesempurnaan，Saya khawatir kerugiannya tidak sebanding.。Karena itu[NAME]Serahkan saja tubuh abadi Anda yang sebenarnya，Dipaksa masuk ke dalam perut seorang wanita lajang di kota terpencil。Setelah pecahnya Pemberontakan Dharma，Benar saja, itu tidak berpengaruh[NAME]kota kelahiran，[NAME]tumbuh dengan lancar，Dan kembali ke dunia setelah kekacauan akhir hukum。    Meskipun kedatangan paksa telah mengakibatkan hilangnya warisan keluarga Immortal,，Namun pengembangan dan pemahaman semuanya ada di sana，Dengan akumulasi tersebut，[NAME]Memulai negeri dongengnya lagi，Namun jalan menuju keabadian penuh dengan kemalangan，Apa jalan di depan?，Masih belum diketahui……	4
217	6	End	10		[NAME]Dia ingin membentuk kembali tubuh fisiknya berdasarkan tubuh abadinya sendiri.，Manfaatkan ini yang akan datang。Hal ini tentu saja akan menjadi fondasi yang kuat bagi rekonstruksi di masa depan.。Namun, kecepatan disintegrasi Dao Surgawi melebihi ekspektasi semua orang.。[NAME]Gagal ketika Anda akan sukses，Tubuh abadi dihancurkan，Disingkirkan secara paksa dari reinkarnasi。\n    Meski fondasinya masih ada，Tapi memasuki kembali reinkarnasi[NAME]Hilangnya memori kehidupan masa lalu，Bisakah saya masuk kembali ke sekte abadi di masa depan?，Apakah Anda dapat menemukan kembali fondasi kehidupan masa lalu Anda bergantung pada takdir Tuhan.……	4
218	6	End	10		[NAME]Dia ingin membentuk kembali tubuh fisiknya berdasarkan tubuh abadinya sendiri.，Manfaatkan ini yang akan datang。Hal ini tentu saja akan menjadi landasan terbaik bagi rekonstruksi di masa depan.。Namun, kecepatan disintegrasi Dao Surgawi melebihi ekspektasi semua orang.。[NAME]Apa yang Anda lihat tidak dapat dilakukan，Harus mengganggu pembentukan tubuh fisik，Datang dengan paksa，Dan kembali ke dunia sebelum kedua dunia bergabung.，Menginjakkan kaki di jalan peri lagi。\n    Meskipun tubuh yang belum sempurna terlahir dengan cacat,，Tapi bagaimanapun juga, dia memiliki dasar keabadian sejati，Dan[NAME]Ingatan dan persepsinya masih ada，Alam jauh lebih baik dari yang lain。Tapi bisakah dia kembali ke posisi abadi sejati?，tidak ada yang bisa memprediksi……	4
219	6	KeyEvet1	10	2000|7000	Ketika kekacauan besar terjadi di dunia spiritual,，Sekte ini telah bubar[NAME]Menunggu murid luar。Padahal integrasi kedua dunia merupakan peristiwa besar yang mengubah dunia，Tapi untuk semua makhluk hidup，Sebaliknya, dampaknya kecil，Semuanya akan dilakukan dengan tenang dan senyap。Karena itu，Anda secara samar-samar mengisyaratkan kekacauan yang akan terjadi di dunia spiritual di masa depan.，Beritahu murid-murid luar ini untuk melindungi diri mereka sendiri terlebih dahulu，Jauhi dunia spiritual。	1
220	6	KeyEvet1	10	2000|7000	Ketika kekacauan besar terjadi di dunia spiritual,，[NAME]Ketika semua murid diberitahu kebenarannya oleh tetua sekte tersebut,，Semua orang gempar。Sesepuh di sekte ini sebagian besar dibagi menjadi dua faksi：Mereka yang ingin kembali ke Dunia Seribu Besar terlebih dahulu dapat keluar melalui jalur yang ditinggalkan oleh Fu Pikong di Alam Semesta Kecil.；Namun ada juga beberapa orang tua yang, karena berbagai alasan,，Untuk tinggal di dunia ini sementara waktu。[NAME]Kemudian para murid dapat mengikuti keinginan mereka sendiri，Pilih sisi untuk diikuti…	2
221	6	KeyEvet1	10	2000|7000	Ketika kekacauan besar terjadi di dunia spiritual,，[NAME]Tunggu sampai semua tetua berkumpul，Diskusikan masa tinggal di masa depan。Meski dunia ini ditakdirkan untuk kembali ke dunia besar，Melainkan proses integrasi alami kedua dunia，Ini akan memakan waktu lebih dari seratus tahun，dalam proses ini，Basis kultivasi setiap orang tidak akan hilang secara tiba-tiba.。Karena itu，Kecuali bagi beberapa orang yang bersiap untuk kembali ke dunia terlebih dahulu，Masih banyak orang yang siap hidup di dunia ini，Atau menetap di sanak saudara dan tanggungan，Atau mencari peluang keluar dari kekacauan……	3
222	6	KeyEvet1	10	2000|7000	Ketika kekacauan besar terjadi di dunia spiritual,，Meskipun banyak makhluk abadi sejati yang telah berkultivasi hingga puncak Dharma duniawi tidak mengetahui alasannya,，Namun mereka semua merasakan disintegrasi jalan surga untuk pertama kalinya.。Menghadapi perubahan besar ini，Semua makhluk abadi juga memiliki perbuatannya masing-masing：Seseorang ingin menyatukan yang abadi untuk memperbaiki langit，Beberapa orang ingin menunggu dan melihat apa yang terjadi……Namun，Kanan[NAME]Tunggu mereka yang mengetahui keseluruhan cerita，Hanya ada satu jalan keluar：Dunia langit dan bumi terbuka，Seratus tahun dari sekarang, dunia ini pasti akan terintegrasi ke dalam dunia yang lebih luas dan berasimilasi ke dalamnya.，Jika kita tidak merendahkan diri kita sendiri dan kembali ke tubuh fana sebelum hal itu terjadi,，Di bawah kehancuran surga，Pada akhirnya, tidak ada cara untuk menghindari kemalangan karena dirobohkan secara paksa.，Saat itu, dia kembali mengalami reinkarnasi，Memori bahkan tidak dapat disimpan。	4
223	7	Start	10	30|50	Seorang praktisi biasa，Saya hanya mendapat sedikit bantuan dari murid Taiyi lebih dari seratus tahun yang lalu.。Setelah mendengar berita bahwa sekte Taiyi dimusnahkan secara brutal, dia bergegas ke sini，Saya harap saya bisa melindungi kelanjutan dupa Taiyimen.。\n    Meskipun orang ini tidak memiliki peluang besar,，Saya juga tidak memiliki kemampuan luar biasa.，Namun, menghadapi upaya bersama berbagai faksi besar untuk mencekik，Praktisi ini masih mengikuti kata hatinya dan berdiri，Hanya demi hatiku。Sebab dan akibat dunia spiritual berputar selama ribuan tahun，Mungkin tidak termasuk dalam raksasa kebaikan dan kejahatan，Tidak dalam kekuatan kuno，Sebaliknya, justru dari ribuan orang biasa ini，Tapi ikutilah apa yang ada di hatimu，Dipelihara oleh orang-orang seperti praktisi mistik。	
224	7	End	10		Sekarang，Dunia langit dan bumi terbuka，Dua dunia bergabung，Manfaat besar membalikkan dunia ini justru disebabkan oleh sisa-sisa Sekte Taiyi.。Perlindungan masa lalu terhadap praktisi misterius adalah kuncinya，Oleh karena itu, ia memperoleh pahala dan berkah。dalam cerita-cerita berikutnya，Praktisi misterius yang telah memperoleh pahala pasti akan memulai jalan baru menuju keabadian di dunia terbuka.。	
