Key	Value
对象升阶	Naik tingkat
{0}通过累积的垂钓经验和坚韧无比的毅力获得了{1}的称号	{0}telah mendapatkan gelar tersebut{1}untuk pengalaman memancing jangka panjang dan ketekunan.
是否确认花费{0}元购买{1}	Apakah Anda yakin ingin membelanjakannya{0}untuk membeli{1}?
请选择一个无修为的异性同种族角色	Pilih karakter ras yang sama dari lawan jenis tanpa kekuatan spiritual.
行踪	Jejak
影响受戒类事件的成败与收获，在其他事件中也会有作用。	Mempengaruhi hasil dan perolehan acara penahbisan. Juga efektif di acara lainnya.
defName=>{0} {1}_effect.sParam1 配置为空,应该配置物品类型！	namadef=>{0} {1}_effect.sParam1 kosong, harus mengonfigurasi jenis item!
求助	Membantu
是啊，就是不知道二师兄喜欢什么样的女孩子。哎呀！不过说起来，掌教真人此番闭关能进阶[color=#ff0000]上品金丹[/color]的话，我们太一门也称得上的名门大派了！	Ya, kuharap aku tahu gadis seperti apa yang dia sukai. Ngomong-ngomong, jika pemimpin sekte berhasil mencapainya[color=#ff0000]Inti Emas[/color]nyatakan, Sekte Taiyi kita akan mendapatkan banyak ketenaran!
<font color=#FF0000>不可选中</font>\n	<font color=#FF0000>Tidak Dapat Dipilih</font>\n
请选择一个法宝	Pilih artefak.
神秘地点	Tempat Misterius
角色的大部分信息(属性、情绪、健康等)都可以在角色面板查看到。\n情绪是角色最重要的模块，它反应了角色的喜怒哀乐，表达了角色的需求。\n[color=#9e6404]关心角色的情绪，并试图满足角色的需求，是维持门派良好运转的核心手段。[/color]	Anda dapat menemukan sebagian besar info karakter di panel karakter: Statistik, Suasana Hati, Kesehatan, dll.\nSuasana hati adalah aspek terpenting dari seorang karakter karena mencerminkan emosi dan kebutuhannya.\n[color=#9e6404]Salah satu cara inti untuk menjaga sekte tetap sehat dan berfungsi adalah dengan memperhatikan emosi dan kebutuhan karakternya.[/color]
将一个普通物品炼制成战斗法宝,需要[color=#FF0000]炼宝台[/color]。	Buat item biasa menjadi artefak pertempuran. Membutuhkan a[color=#FF0000]Meja Kerajinan[/color].
孵化进度：{0:N0}%	Penetasan: {0:N0}%
正在一脸怜悯的给伤员治疗	Dengan penuh kasih menyembuhkan yang terluka
修改名称	Ganti Nama
[color=#ff0000]未知存档[损坏][/color]	[color=#ff0000]Simpanan Tidak Diketahui[Corrupted][/color]
自身功法	Hukum Sendiri
鼎炉潜力开发伊始，炼精化气效率较高。	Potensi Kuali Dalam yang baru dikembangkan; efisiensi konversi Stamina yang tinggi.
异常	Kesalahan
我滞留结丹境界已久，奈何今日强敌入侵，我需要冒险突破以力挽狂澜。\n本门修行的《长生轮回经》需要在[color=#ff0000]水属性[/color]环境中才能突破成功,现在需要你帮忙建造寒晶鼎一座，以改变此处的五行风水。	Saya telah lama berada dalam kondisi Pembentukan Inti, tetapi sekte kami sedang diserang, dan saya harus mengambil risiko melakukan terobosan untuk membalikkan keadaan.\nKarena saya seorang praktisi Hukum Reinkarnasi Enam Jalan, terobosan saya memerlukan lingkungan dengan[color=#ff0000]Air[/color]. Saya membutuhkan Anda untuk membantu membangun Kuali Kristal Es untuk mengubah elemen dan Feng Shui di sini.
打坐修行许久，正准备休息一下	Telah lama bermeditasi; akan beristirahat
在练习御剑时突然走神	Melatih penguasaan pedang; melamun
内视	Penglihatan Batin
{0}的{1}受伤了!	{0}'S{1}terluka!
我们的位置	Posisi saya
门派存亡之际不宜外出。	Sekte Anda berada di ambang kehancuran. Ini bukan waktunya untuk pergi.
祭祀仙人遗蜕	Sembahlah tubuh fana yang abadi.
术法消耗加成:	Bonus Biaya Mantra:
{0}代弟子	Jenderal{0}Murid
影响制作物品速度，制作物品品质等。	Mempengaruhi kecepatan dan kualitas produk saat membuat item.
未找到丹气常量配置	Tidak ditemukan konfigurasi konstan untuk qi alkimia
打开右下角的门派面板，建立自己的门派。	Buka menu Sekte di pojok kanan bawah dan buat sekte Anda sendiri.
该弟子已有研习任务\n	Murid ini sudah mempunyai tugas belajar.\n
[{2}]\n所需境界:{3}{4}\n<font color=#CCFF66>{0}</font>\n{1}	[{2}]\nNegara yang Diperlukan:{3}{4}\n<color font=#CCFF66>{0}</font>\n{1}
此人灵魂特殊，无法拷问。	Jiwa orang ini terlalu istimewa untuk diinterogasi.
<font color=#80D5FF>[精品]</font>	<color font=#80D5FF>[Exquisite]</font>
请选择一个玄牝珠	Pilih Mutiara Jiwa.
灭火失败	Gagal memadamkan api.
存档时间	Hemat Waktu
一分钟之内,跳过拉取	Lewati Ambil dalam Satu Menit
筑基不顺，觉得有点灰心	Pelatihan dasar tidak berjalan dengan baik; merasa agak frustrasi
昵称长度应在六个字符以内	Panjang nama panggilan harus dalam dua belas karakter
正在准备工具，去执行锻造	Mempersiapkan alat tempa
编辑	Sunting
灵性充沛	Berkah Sedang
\n特殊:\n[color=#FF0000]{0}神秘洞穴[/color]	\nSpesial:\n[color=#FF0000]{0}Gua Misterius[/color]
门派弟子总数\n人数上限受门派规模影响：\n山寨: {0}个\n门派: {1}个\n洞天: {2}个	Jumlah total murid di sekte tersebut.\nBatas populasi Anda dipengaruhi oleh Ukuran Sekte:\nBenteng:{0}\nSekte:{1}\nSurga:{2}
人	Manusia
放下:{0}	Meletakkan:{0}
需要对已完成的淬炼进行选择	Pemilihan Remoldings yang sudah jadi diperlukan.
情绪高于150累计{0}({1:N0})秒	Mood tetap lebih tinggi dari 150 untuk{0}({1:N0}) detik
蓝图丢失！	Cetak birunya hilang!
{0}{2}\n显现：{1}	{0}{2}\nMuncul:{1}
上传成功！大约需要10分钟的时间才会在模组订阅面板中出现	Diunggah! Mod Anda akan dapat dilihat di menu berlangganan mod dalam waktu sekitar 10 menit.
在拆迁建筑间余，刚小憩片刻	Menghancurkan bangunan; sedang istirahat
请选择一个可以道淬的物品	Pilih item yang dapat dimurnikan Tao
灵智	INTI
刚完成制药作业，准备收拾制药桌	Baru saja selesai membuat obat; hendak membereskan meja
神民数量\n神国中拥有的神民数量。	Jumlah Penduduk Ilahi\nJumlah penghuni dewa di Alam Ilahi.
鼎炉潜力开发泰半，炼精化气效率正常。	Potensi Kuali Dalam yang setengah berkembang; efisiensi konversi Stamina normal.
炎热	Panas
克己	Terkendali
循环历练	Ulangi Petualangan
输入分堂名称	Beri nama cabang Anda.
尚未建立势力，无法使用势力快捷面板。	Panel Daya tidak tersedia karena Anda belum mengatur Daya Anda sendiri.
修行进阶	Maju
你选择了研习多个秘籍，研习弟子会逐个等待自身参悟值足够时再进行研习。	Anda telah memilih beberapa manual. Para murid akan menunggu sampai mereka mempunyai cukup Inspirasi untuk mempelajarinya.
超高	Sangat
该角色不能被吸灵	Semangat karakter ini tidak dapat diserap.
劝说留下	Membujuk untuk Tetap
大凶	Sangat tidak menyenangkan
万载留名	Tak tertandingi
工作	Bekerja
面向	Menghadapi
是否开始自制角色	Apakah Anda ingin mulai menyesuaikan karakter?
房间布局\n房间内家具摆放拥挤或空旷程度。	Tata Letak Ruangan\nEntah ruangannya sempit atau luas.
人类	Manusia
请先完成教程-序章!	Silakan selesaikan tutorialnya - Prolog terlebih dahulu!
需要保存的内容还没有名字	Konten yang ingin Anda simpan belum mempunyai nama.
请选择一个合适的渡劫地点	Pilih tempat yang cocok untuk selamat dari Kesengsaraan.
[color=#D06508][{0}][/color]已解锁\n	[color=#D06508][{0}][/color]telah dibuka kuncinya.\n
结丹时自身属性与功法的匹配度对丹品的影响。	Kesesuaian antara unsur karakter dan Hukum mempengaruhi kualitas Golden Core.
凝神聚气，准备开始御剑练习	Mengkonsentrasikan Qi sambil menguasai pedang.
门派内的精怪 {0}	Roh Hidup Sekte{0}
将一个对象变成精怪	Ubah target menjadi Roh Hidup.
巨量的	Secara besar-besaran
不能传给比自己境界高的弟子	Tidak bisa diberikan kepada murid dengan keadaan lebih tinggi dari karakter itu sendiri.
骨骼	Tulang
\n[color=#D06508](灵兽雕像)[/color]	\n[color=#D06508](Patung Hewan Peliharaan Roh)[/color]
波澜不惊\n事件发生的概率正常\n修炼难度大幅降低\n生存难度大幅降低\n心境调节更容易\n天劫威力较低\n快速模式仅推荐新手游玩	Tenang\nPeristiwa terjadi pada tingkat normal.\nMengurangi kesulitan budidaya secara drastis.\nMengurangi kesulitan bertahan hidup secara drastis.\nPenyesuaian Keadaan Mental yang lebih mudah.\nKesengsaraan Surgawi yang kurang kuat.\nGameplay cepat hanya direkomendasikan untuk pemain baru.
在拆迁建筑之时，正在胡思乱想	Menghancurkan bangunan; terganggu oleh pikiran
变换形态	Ubah Formulir
{0}近日急需{1}，如果你能赠与，他们将感激不尽。	{0}sedang membutuhkan{1}akhir-akhir ini. Sekte akan berterima kasih jika Anda bisa menyediakannya.
正沉醉在御剑练习中	Sepenuhnya tenggelam dalam pelatihan penguasaan pedang
印记	Tanda
探索	Mengeksplorasi
回复目标{0:F0}点灵气	Mengembalikan Qi {0:F0} ke target.
死因：{0}	Penyebab Kematian:{0}
中庸	Biasa-biasa saja
获得{0}关于{1}的消息	{1}infonya didapat dari{0}.
东西	Hal-hal
被杀戮之念萦绕，修行速度，学习速度，心境大幅下降。角色在此状态下战斗时专注杀戮而战法激进，因此御器技能突破极限2级，术法技能突破极限2级，护体技能降低5级。	Dihantui oleh niat membunuh. Efisiensi latihan, kecepatan belajar, dan kondisi mental berkurang drastis. Di negara bagian tersebut, karakter akan fokus pada pembunuhan, sehingga meningkatkan keterampilan bertarungnya. Menembus 2 level Penguasaan Artefak dan Mantra, serta menurunkan 5 level Perlindungan.
{0:F0}米/秒	{0:F0}m/detik
{0}\n[color=#FF0033]未激活[/color]	{0}\n[color=#FF0033]tidak diaktifkan[/color]
夜观星象	Menonton Langit Malam
此地已封山戒严，暂时无法进入。	Tempat ini telah ditutup untuk umum. Saat ini tidak dapat diakses.
九	Sembilan
太一	Taiyi
请选择一个无修为的生物	Pilih makhluk yang tidak memiliki kekuatan spiritual.
XiaWorld.ElixirGasMgr->丹药品质:{0} 丹气品阶系数:{1} 每颗丹药额外丹气:{2} 丹药数量:{3} 理论增加丹气:{4}	XiaWorld.ElixirGasMgr->Kualitas Obat:{0}Koefisien Tingkat Qi Alkimia:{1}Qi Alkimia Ekstra per Obat:{2}Jumlah Pil:{3}Peningkatan Teoritis dalam Alkimia Qi:{4}
技能丢失	Keterampilan Hilang
与当地门派有所交流	Berkomunikasi dengan sekte lokal
夺舍	Memiliki
{0}无法习得秘体[{1}]，缺少以下部位:\n{2}	{0}tidak dapat memperoleh Badan Rahasia[{1}], bagian berikut ini hilang:\n{2}
<font color=#B65704>可选主材料(或):\n</font>	<font color=#B65704>Bahan utama yang tersedia (atau):\n</font>
批量选取	Multi-pilih
新物品	Barang Baru
素门凡流	Tidak dikenali
\n需要灵气:	\nQi yang diperlukan:
所有DLC	Semua DLC
当前累积次数:{0}，最大累积次数:{1}\n[color=#FF0000][b]{2}[/b][/color]生效期间内，游戏中每过{3}天补充{4}次。	Saat-saat awal:{0}Kali maksimal{1}.\nSelama[color=#FF0000][b]{2}[/b][/color]mengambil efek, ia memperoleh keuntungan{4}kali setiap{3}hari.
需要选择一种异变！	Harus memilih kekacauan!
安装建筑:{0}	Tegak:{0}
目标角色来自DLC:{0}	Karakter target berasal dari DLC:{0}
登陆失败，请退出游戏并确认否正确登录了iOS Game Center!	Gagal Masuk. Silakan keluar dari game dan verifikasi bahwa Anda telah login dengan benar ke iOS Game Center!
选择物品	Pilih Barang
建造炼丹炉，并完成一次精元丹的炼制。	Bangun tungku alkimia dan buat Pil Stamina.
重复{0:N0}次	Ulangi {0:N0} kali
请选择门派后缀	Pilih akhiran sekte.
结丹时时节对丹品的影响。\n春属木，夏属火，秋属金，冬属水，土属性则在每季末尾最佳。	Musim mempengaruhi kualitas inti selama Pembentukan inti.\nMusim semi artinya Kayu, musim panas artinya Api, musim gugur artinya Logam, dan musim dingin artinya Air. Bumi akan memberikan efek terbaik pada akhir setiap musim.
读取中...	Memuat…
选择信仰程度达到100%的核心信徒	Pilih pengikut inti dengan keyakinan 100%.
指定天气	Pilih Cuaca
{0}\n从{1}前往{2}	{0}\nDari{1}ke{2}
全扩展包首购福利将在购买任意扩展包后失效，是否继续购买？	Manfaat pembelian pertama untuk paket ekspansi penuh akan dibatalkan setelah membeli paket ekspansi apa pun. Apakah Anda ingin melanjutkan pembelian?
<font color=#D06508>[装备]</font>\n	<color font=#D06508>[Gear]</font>\n
解锁神通:[{0}]\n	Buka Keajaiban:[{0}]\n
新效果	Efek Baru
功法:{0}	Hukum:{0}
是否确定删除该阵法	Apakah Anda ingin menghapus formasi ini?
影响值是处理代理点事务的资源。主要用于建设重要建筑比如奇观和主殿，以及各种政策的消耗。主殿每日会产出影响值，在某些事件中使用处世手段也可以获得。	Pengaruh adalah sumber daya yang digunakan untuk mengelola bisnis lembaga mana pun. Misalnya membangun keajaiban dan aula utama, menerapkan kebijakan dan sebagainya. Pengaruh akan dihasilkan oleh aula utama setiap hari, atau diperoleh melalui keterampilan sosial dalam acara-acara tertentu.
太虚幻境\n无事件发生\n无角色存在\n瞬间完成建造\n虚空造物\n随意调整时间\n随意召唤天气\n适合大部分玩家	Negeri Ilusi\nTidak ada acara\nTidak ada karakter\nKonstruksi instan\nPenciptaan tanpa batas\nUbah waktu\nKontrol cuaca\nBagi sebagian besar pemain
结丹地点的五行属性与功法的匹配度对结丹效果的影响。	Kesesuaian antara elemen lokasi dan Hukum mempengaruhi efek ramuan tersebut.
正在乐呵呵的工作中	Selamat bekerja
灵智 {0} 数据写入中...	Intelijen{0}data sedang ditulis...
功法属性:{0}	Jenis Hukum:{0}
植物成长值增加20	Meningkatkan Pertumbuhan Tanaman sebesar 20.
返回主菜单将会丢失所有未保存的进度，确定要返回吗？	Anda akan kehilangan semua kemajuan yang belum disimpan. Apakah Anda yakin ingin kembali ke menu?
法宝飞行速度:	Kecepatan Terbang Artefak:
{0}\n来源：{1}\n{2}	{0}\nSumber:{1}\n{2}
丹器	Kerajinan Ajaib
巨型	Raksasa
\n[color=#9e6404]内门伤害只能靠服用对应的丹药才能治疗[/color]	\n[color=#9e6404]Kerusakan Batin hanya dapat disembuhkan dengan meminum ramuan yang benar.[/color]
冒险	Petualangan
欲空中求灵，必须在纵欲状态下，保持心境600，且人性大于60，持续{0:N1}天。角色机缘越高，需要持续时间越短。	Untuk mencari pikiran 'spiritual', pertahankan kondisi mental pada 600 dan kemanusiaan lebih tinggi dari 60 selama pemanjaan diri selama {0:N1} hari. Semakin besar keberuntungan karakter, semakin cepat mencapai kondisi mental.
[color=#9e6404]相关工作：[/color]\n治疗普通疾病\n制药	[color=#9e6404]Pekerjaan terkait:[/color]\nMenyembuhkan penyakit biasa\nMembuat obat
该角色不能作为夺舍目标	Karakter ini tidak dapat dijadikan target penguasaan.
刚完成筑基，正觉得有点意犹未尽	Pelatihan dasar selesai; berpikir untuk melakukan pelatihan tambahan
[color=#FF0000]只能建筑在{0}环到{1}环[/color]\n	[color=#FF0000]Hanya dapat dibangun di antaranya{0}menelepon ke{1}cincin[/color]\n
混沌初开，乾坤始奠	Kekacauan menyebar dari mana langit dan bumi dilahirkan
中立	Netral
成年期	Tahap Dewasa
最大灵气:{0}	Qi Maks:{0}
教	Domain
{0}无法使用{1}	{0}tidak dapat digunakan{1}.
<font color=#D06508>[通灵镇物]{0}</font>\n	<color font=#D06508>[Spirit Relic]{0}</font>\n
裤子	Celana
分配100灵石	Berikan 100 Batu Roh
组名	Nama Tim
肥减	Minus Gemuk
请选择要吃掉的材料	Pilih bahan yang akan dikonsumsi.
种植	Pertanian
激活剑阵,需要一个角色前来操作，剑阵会在战斗结束后自动关闭。	Aktifkan formasi pedang (memerlukan satu karakter untuk mengontrol). Formasi akan ditutup setelah pertempuran berakhir.
[仅内门]\n自动攻击目标	[Inner only]\nMenyerang musuh secara otomatis
在收获时，正累的气喘吁吁	Pemanenan; terengah-engah
{0}{1:F0}  {2}等级(提高上限)	{0}{1:F0}{2}Level (Peningkatan Batas)
在缝纫作业间余，正小憩片刻	Jahit; sedang istirahat
养殖区 ({0}格)	padang rumput ({0}grid)
无法选择该称号	Tidak dapat memilih judul ini.
当前状态无法觉醒灵智	Tidak dapat membangkitkan kecerdasan dalam status saat ini.
内丹战斗强度:	Kekuatan Pertempuran Inti Internal:
因神性圆满而产生的信仰天劫。如果度过，则留下遗蜕神化飞升，如若失败，则灰飞烟灭。\n已渡信仰天劫：{0}次	Kesengsaraan Surgawi yang disebabkan oleh keilahian yang terpenuhi. Jika karakter tersebut bertahan, mereka akan naik menuju keabadian dan meninggalkan tubuh fana mereka; jika tidak, mereka akan dilenyapkan.\nKesengsaraan Keyakinan Bertahan:{0}kali
启用新的内容包后，将无法禁用已经启用的内容包。	DLC yang sudah diaktifkan tidak dapat dinonaktifkan.
我受人之托，前来高价收购{0}。	Saya telah ditugaskan untuk membeli{0}dengan harga tinggi.
搬运并移动这个角色到指定地点。	Pindahkan karakter ini ke tempat yang ditentukan.
配药时好像放错了一味药，正一脸思索	Memikirkan tentang obat yang baru saja mereka buat; mungkin salah satu bahannya salah
外观数量:{0}	Kuantitas Penampilan:{0}
正在更新用户蓝图:{0}/{1}	Memperbarui cetak biru pengguna:{0} / {1}
寿命不足，无法入定。	Tidak dapat bermeditasi karena umurnya tidak mencukupi.
选择一个物品，将其放在置物台上。	Pilih item dan letakkan di Layar.
深岩邪咒	Kutukan Batu Dalam
弓	Busur
多次吞食	Melahap Berulang kali
存档并返回	Simpan dan Kembalikan
[MOD蓝图（来自MOD  {0}）]\n	[Mod Blueprint (From mod {0})]\n
天苍{0}年第{1}天	Hari{1}, tahun{0}Era Tiancang
躲闪率：炼体者直接躲避攻击的几率。	Peluang Menghindar: peluang bagi Kultivator Fisik untuk menghindari serangan secara langsung.
开垦农田	Mengolah Bumi
暂无数据	Tidak Ada Data
在手工时，正快乐的哼着小调	Membuat kerajinan tangan sambil menyenandungkan lagu ceria
{0}\n倍率：{1:N2}	{0}\nTarif: {1:N2}
不能用来炼宝	Tidak dapat digunakan untuk pembuatan artefak.
埋葬这个尸体，需要选择一个空闲的墓地。	Pilih kuburan yang kosong dan kubur mayat ini.
刚在修行时走了走神	Terus melamun saat bermeditasi
神修在心境为“寂”时，心境只有在心绪低于100时才会增加。心绪越低，增加速度越快。反之则会减少。	Ketika kondisi mental 'diam', kondisi tersebut hanya akan meningkat jika tekanannya lebih rendah dari 100. Tekanan yang lebih rendah berarti peningkatan yang lebih cepat. Jika tidak maka akan berkurang.
上	Ke atas
江湖名门{0}所处之地，原本只是一座无人问津的荒山，但所谓山不在高，有仙则灵。此地经过{0}几代弟子数百年发展，早已成为仙家洞天福地。	Sekte terkenal{0}tanah air. Awalnya, lokasinya hanyalah pegunungan tandus. Gunung-gunung tidak menjulang tinggi, tetapi di dalamnya bersemayam makhluk abadi. Setelah{0}generasi dan ratusan tahun, kini telah menjadi surga.
今天的{0:N0}点	{0:N0} hari ini
网络错误,请稍后再试!	Kesalahan jaringan, coba lagi nanti!
炼体修行无法使用灵器\n	Artefak spiritual tidak tersedia untuk budidaya Fisik.\n
开启灵智\n{0:P0}	Bangkitkan Kecerdasan\n{0:P0}
连接服务器失败,请检查网络后重启游戏再试!	Gagal menyambungkan server. Silakan periksa internet Anda atau mulai ulang game lalu coba lagi.
维修:{0}	Memperbaiki:{0}
{0}没有收杆，鱼跑了	{0}tidak tergulung dan ikannya hilang.
门派人数已达上限，无法启智	Populasi sekte maksimum telah tercapai. Tidak dapat membangkitkan kecerdasan.
回转门派	Sekte Terbalik
灵淬次数：{0}次\n	Pemurnian Rohani:{0}\n
移除:{0}	Menghapus:{0}
读取完成	Muat Selesai
-复制	- Salin
角色对外界的探查与反馈的能力，影响角色的视野，以及需要精细工作的效率等属性。	Persepsi (PER): Kemampuan karakter untuk mengeksplorasi dan mengumpulkan kecerdasan dari dunia luar. Mempengaruhi bidang penglihatan karakter dan efisiensi kerja halusnya.
已将游戏ID复制到粘贴板中。	ID Game telah disalin ke clipboard.
更换建筑原材料	Ganti Bahan Baku Bangunan
[{0}](禁止)	[{0}](Terlarang)
以1000倍于白元法的灵气绘制本命真符，符咒效果提高3倍。	Gunakan 1000x Qi yang digunakan dalam Teknik Asal Putih untuk menggambar Jimat Natal, meningkatkan efek jimat sebesar 300%.
购买失败,如果您已经完成了支付,请稍等后再次点击购买尝试补发。	Pembelian gagal. Jika Anda sudah menyelesaikan pembayaran, harap tunggu sebentar dan coba klik lagi tombol beli untuk mencoba menerbitkan kembali pembelian.
欲慧中求空，必须达圆满境后，在心斋之下保持心境500，且心绪低于10，持续{0:N1}天。	Untuk mencari pikiran yang 'kosong', pertahankan kondisi mental pada 500 dan tekanan lebih rendah dari 10 selama puasa pikiran setelah mencapai Kondisi Pencapaian selama {0:N1} hari.
<font color=#D06508>[内丹]</font>\n	<color font=#D06508>[Internal Core]</font>\n
灵气:{0:N0}/{1:N0}\n灵气是施展内门行为的基础资源。\n角色会将信仰转化为灵气\n当前信仰：{2:F0}	Qi: {0:N0}/{1:N0}\nQi adalah sumber daya dasar yang digunakan untuk tindakan budidaya.\nKarakter akan mengubah keyakinan menjadi Qi.\nKeyakinan Saat Ini: {2:F0}
(等待被移动)	(Bergerak)
种植区 ({0}格)	Luas Penanaman ({0}Ruang angkasa)
{0}\n基础值: {1}\n提升率：{2:P3}\n额外加值：{3}	{0}\nNilai dasar:{1}\nPeningkatan persentase: {2:P3}\nNilai bonus:{3}
[color=#FF0000]未指定堂主[/color]\n	[color=#FF0000]Anda belum memilih Pemimpin Cabang.[/color]\n
查看小乾坤界内部，可手动取出其中物品。	Lihat bagian dalam Mini Universe. Item-itemnya dapat diambil secara manual.
寒冷	Dingin
略有灵韵	Semangat Ringan
历练次数：{0}次	Petualangan:{0}
领取成功	Klaim Sukses!
系统用	Untuk Sistem
选择需要讨论或者询问的话题	Pilih topik untuk didiskusikan atau ditanyakan
食物营养（{0}）	Nutrisi Makanan ({0})
防御成功\n尝试使用此秘体承担伤害时的成功几率。	Keberhasilan Pertahanan\nPeluang sukses ketika mencoba menggunakan Badan Rahasia ini untuk menahan kerusakan.
{1}{0:F2}/秒	{1}{0:F2}/dtk
选择护法类型	Pilih jenis penjaga
出身	Masa kecil
基础信息	Info Dasar
{0}相关	{0}terkait
抱歉，WeGame异常导致游戏即将退出。	Maaf, terjadi kesalahan pada WeGame yang menyebabkan game dimatikan.
凶宅	Rumah Berhantu
快速增加	Peningkatan cepat
精元：{0}\n	Daya tahan:{0}\n
\n修为：{0:N0}({1:N0})	\nPengalaman: {0:N0} ({1:N0})
此人现在对玄门奥义的积累不足，学习旁门心得对此人已经没有什么启发。\n	Sejauh ini pengetahuan Ortodoks yang dimiliki orang tersebut terbatas, sehingga mempelajari seni Unortodoks dari sekolah lain tidak lagi mendatangkan inspirasi.\n
确定删除 {0} 吗？	Apakah Anda ingin menghapus{0}?
种植物	Tumbuhkan Tanaman
图片(*.png;*.jpg)\0*.png;*.jpg	Gambar (*.png;*.jpg)\0*.png;*.jpg
{0}(未修成)	{0}(Belum selesai)
刚在工作时走了走神	Terus melamun saat bekerja
火属性伤害减免: {0:P3}	Pengurangan Kerusakan Akibat Kebakaran: {0:P3}
魔(茫然)	Setan (Tatapan Kosong)
暂时无法吞噬品阶大于{0:F2}的物品	Tidak dapat melahap item dengan tingkatan lebih tinggi dari {0:F2} saat ini.
探听到重要消息	Anda mendengar informasi penting
思考	Pemikiran
信心满满，正准备突破瓶颈	Percaya diri; hendak melakukan terobosan
炼制法宝：{0}件	Artefak Dibuat:{0}
{0}来到此地，发现了多件事情的踪迹。于是决定去处理其中一件事情。	{0}datang ke sini dan menemukan jejak banyak kejadian. Jadi mereka memutuskan untuk fokus mengelola salah satunya.
风水镇物	Peninggalan Feng Shui
剩余招揽人数:{0}人	Maksimum yang Dapat Direkrut:{0}
\n附加 {0} 的效果:	\nDitambahkan sebuah{0}memengaruhi:
建立神国	Membangun Alam Ilahi
自定义互动按钮	Tombol Interaktif Pengguna
地图内容	Konten Peta
逆运之局	Jahat
嘿，别瞎琢磨啦！女人的心思呀，只有我们女人知道，你要是想……	Hei, berhentilah khawatir. Hanya kami, para wanita, yang bisa memahami apa yang dipikirkan wanita lain. Jika Anda ingin…
当前阵图仍未保存，无法配置布局	Rencananya belum disimpan. Tidak dapat menempatkan tata letak.
显示名称	Nama Tampilan
消耗9点香火值，为一名弟子灌顶，直接赐予其50000点参悟值。	Harganya 9 Dupa. Mencerahkan satu murid dengan segera memberi mereka 50k Inspirasi XP.
{0}的撕咬	{0}gigitannya
需要解锁扩展内容[{0}]	Perlu membuka kunci konten ekspansi[{0}]
是否确定记忆该思绪片段，记忆后将无法放回。	Yakin ingin menghafal Pecahan Pikiran ini? Anda tidak akan dapat mengembalikannya nanti.
请选择要吃掉的建材	Pilih bahan bangunan untuk dikonsumsi.
擅长	Terampil
点燃	Lampu
尚未解锁阵眼，无法使用阵法系统。	Anda belum membuka kunci pelengkap apa pun. Tidak dapat menggunakan sistem formasi.
弟子数量：{0}/{1}	Murid:{0}/{1}
正在获取战斗记录	Menerima Catatan Pertarungan
重量：{0}斤	Berat:{0}kucing
斩念天劫	Kesengsaraan Detasemen
灵兽无法被转换阵营	Hewan Peliharaan Roh tidak dapat dibelokkan ke sisimu.
适龄提示	Tip sesuai usia
{0}是{1}	{0}adalah{1}
秘籍：{0}\n	Petunjuk:{0}\n
非万界天宫	Bukan Istana Alam
击杀	Membunuh
过往	Masa lalu
等于	Setara
显示关于{0}的评论	Tampilkan komentar di{0}
突破	Terobosan
武当仙踪	Wudang
疑惑	Pertanyaan
将会替换该槽位已经放入的先祖遗物,继续吗?	Ini akan menggantikan peninggalan leluhur yang sudah ditempatkan di slot ini. Apakah Anda ingin melanjutkan?
攻击目标为非敌方单位，确定要发起攻击吗？	Targetnya bukanlah musuh. Apakah Anda tetap ingin menyerang?
最后修改时间:{0}	Waktu Modifikasi Terakhir:{0}
法宝归阵	Bergabunglah dengan Formasi
[关闭]\n防御及保护，开启后会自动反击发起攻击的敌人	[Off]\nPertahanan dan perlindungan. Jika aktif maka akan membela musuh secara otomatis.
使该建筑着火。纯表现。	Membakar gedung. Hanya untuk pertunjukan.
{0}[color=#9e6404][结档][/color]	{0}[color=#9e6404][Ended][/color]
存档上传失败	Simpan Unggahan Gagal
激活雕像	Aktifkan Patung
戌时,黄昏时分,日夕之刻,日暮时分,起更之时,华灯初上	Saat itu sekitar pukul 19:00–21:00, kegelapan kembali menekan cahaya terakhir
等待复活	Menunggu Kebangkitan
不是法宝	Bukan artefak.
为他提供帮助	Bantu orang ini.
闲来无事，准备练习秘法	Tidak ada hubungannya; memutuskan untuk mempraktikkan Hukum rahasia
\n{0}等级：{1}/{2:F0}	\nLv{0}: {1}/{2:F0}
移动速度：未改变\n	Kecepatan Bergerak: tidak ada perubahan\n
好	Bagus.
因神国中神民怨念累积而产生的信仰天劫。如果度过，则使怨念清零，如若失败，则灰飞烟灭。	Kesengsaraan Surgawi yang disebabkan oleh akumulasi kebencian dari penghuni dewa di Alam Ilahi. Jika karakter tersebut bertahan, semua kebencian akan hilang; jika tidak, mereka akan dilenyapkan.
门派声望	Reputasi Sekte
是否确定删除该思绪片段，删除以后无法恢复。	Apakah Anda yakin ingin menghapus Pecahan Pikiran ini? Anda tidak akan dapat memulihkannya nanti.
[color=#66FF00]已参悟[/color]\n	[color=#66FF00]Belajar[/color]\n
亥时,人定之时,二更时分,夜深人静,月上柳梢,夜幕深沉	Saat itu sekitar pukul 21:00–23:00, dunia diselimuti kegelapan dan hewan berkeliaran
正面无表情的赶路	Berjalan dengan acuh tak acuh
\r\n[简介]	\r\n[Intro]
重载Thing	Muat Ulang Hal
建筑类型非法	Tipe bangunan ilegal
未知物品	Barang Tidak Diketahui
