ID	Race	Grades	Sex	Name	Desc	Hide	BeginYear	Perception	Physique	Charisma	Intelligence	Luck	Fight	Qi	SocialContact	Medicine	Cooking	Building	Farming	Mining	Art	Manual	DouFa	DanQi	Fabao	FightSkill	Barrier	F1	F2	F3	F4	F5	F6
200035	Human	1	0	penangkar penyu	[NAME]Setelah dewasa, ia menjadi peternak penyu profesional。Karier yang panjang dalam beternak penyu[IT]Berjalan semakin lambat。[IT]Dia juga tidak disukai karena hal ini。	1	-1							10																			
200036	Human	0	0	Gadis yang penuh gairah	[NAME]Pintar sejak kecil，Meskipun dia seorang putri，Namun mempunyai ambisi yang luar biasa，Dan milikilah kesadaran untuk membara karenanya。Hal ini membuatnya sangat berbeda dari gadis-gadis lain，Penuh pesona unik。	1	-1			2	2																						
200037	Human	1	0	Pahlawan wanita	[NAME]Kejar impianmu saat kamu besar nanti，Menjadi pahlawan wanita yang berkeliling dunia。[IT]Lembut dan sensitif secara emosional，Mampu mendeteksi penderitaan orang lain，Lebih sering daripada tidak, dia melakukan apa pun demi teman-temannya。Semua ini menghasilkan[IT]Bertemu banyak teman dekat di arena，Ciptakan reputasi yang cukup baik。	1	-1	1					8	5	8																		
200038	Human	0	0	Terlahir dengan burung phoenix menari	dalam rumor[NAME]Saat Anda lahir, ada burung phoenix berwarna-warni terbang di langit，Ditemani ratusan burung。Tetapi[IT]Ketika saya tumbuh dewasa dan mendengar hal ini, saya pikir itu tidak masuk akal.\nTetapi[NAME]Ia memang telah menunjukkan bakat luar biasa sejak ia masih kecil：Kecerdasan yang luar biasa，Pelajari dan ingat。Hal ini memungkinkannya mengumpulkan pengetahuan jauh melebihi orang biasa di usia muda.。	1	-1		1		1	2									10							BanSpouse	BanParents	LunHui_7			
200039	Human	1	0	penjelajah waktu	[NAME]Saya adalah orang biasa di Tiongkok，Tapi karena satu minggu berdagang, saya berkelana ke dunia ini。Karena akumulasi yang kaya di zaman modern，setelah perjalanan waktu[IT]Terlepas dari temperamennya，Baik visi maupun pemikirannya sangat mempesona di dunia ini。Semua orang tahu[IT]orang-orang kagum karenanya，Heran。	1	-1	-1	-3	2		1			10													LunHui_8	LunHui_6				
200040	Human	0	0	gadis proletar	[NAME]yang kedua orang tuanya adalah proletar，[IT]Tentu saja juga。tidak ada yang istimewa，Di Tiongkok，[IT]Ada banyak gadis seperti ini。hidup miskin untuk[IT]Mengembangkan tubuh yang kuat dan kemauan bertarung yang tidak bisa dihancurkan。	1	-1	2	3	-1		-1																Strong	Masculinity	Affinity	BeautifulFace1		
200041	Human	1	0	penjelajah waktu	[NAME]Saya adalah orang biasa di Tiongkok，Tapi karena satu minggu berdagang, saya berkelana ke dunia ini。Kehidupan rakyat jelata yang menyedihkan dalam masyarakat feodal menjadikan[IT]Terharu，[IT]Memutuskan untuk menjadikan dunia tempat yang lebih baik dengan menggunakan pengetahuan pertanian modern。	1	-1						-10			5	5		20			5						LunHui_10					
200042	Human	2	0	Murid Taichi	[NAME]Masa dewasa，Secara kebetulan, dia menjadi murid luar dari Sekte Taiyi.。Meskipun aku gagal mempraktikkan sihir abadi,，Namun pelatihan seni bela diri selama bertahun-tahun juga membuat mereka kuat dan sehat。	1	-1	1	2	1																							
200043	Human	0	0	tinggal di bawah atap orang lain	[NAME]dilahirkan dalam keluarga kaya，Keluarga itu mengalami kemunduran，orang tua bercerai。Zhou tumbuh dengan makan ratusan kali，Hidup di bawah naungan orang lain memberinya pemahaman mendalam tentang bagaimana berperilaku di dunia.，Namun dia juga mengembangkan karakter optimis namun menarik diri。Setiap kali matahari terbenam, dia selalu melihat ke arah rumah，Itu adalah saat dia tidak bisa kembali。	1	-1		-3					8	10													Optimistic					
200044	Human	1	0	penjelajah waktu	dewasa[NAME]Situasi keluarga berangsur-angsur membaik，Saya juga diterima di universitas kedokteran di perguruan tinggi。Namun ketika dia berumur dua puluh tahun, dia diculik ke dunia ini oleh tiga orang kuat setelah online sepanjang malam.，Rasa kehadirannya yang sangat rendah menyebabkan dia menghilang tanpa ada yang menyadarinya.。\ndi dunia baru，Dia mendapat pekerjaan di klinik medis，Dengan pengetahuan medis modern，Penampilan luar biasa dan kecerdasan emosional yang luar biasa，[NAME]Ini bukan saat yang menyenangkan untuk hidup di dunia ini.。	1	-1			2		1				10					5			10				LunHui_11	BeautifulFace1				
200045	Human	0	0	Lahir sebagai respons terhadap bencana	seratus tahun yang lalu，Ketika pendiri Sekte Taiyi naik takhta, dia tiba-tiba memperhitungkan bahwa sekte tersebut akan mengalami bencana besar dalam seribu tahun.。Nenek moyang menghancurkan budidayanya，Ambil kesulitan untuk menghitung，Tinggalkan saputangan brokat，Waktu dan tempat penyerahan，Kemudian dia jatuh dalam malapetaka。Ribuan tahun kemudian，Murid-murid muda dari Sekte Taiyi menemukan bayi terlantar di lokasi ramalan，Kemudian dia dibawa kembali ke sekte untuk diadopsi。\n[NAME]Setelah sampai di Gerbang Taiyi，Ditemukan dalam tubuh dengan tubuh yang hilang，Tidak bisa berlatih sama sekali。selama beberapa dekade，Para tetua di faksi mencoba yang terbaik，Masih belum ada cara untuk membalikkan kondisi fisik ini。	1	-1					2		6													3						
200046	Human	1	0	orang yang tidak berguna	Meski tubuh Tianque terpenggal[NAME]jalan peri，Tetapi[IT]tidak mengaku kalah，Hanya saja, jangan pedulikan apa pun，Diam-diam bertahan dalam budidaya selama empat puluh tahun。Dari dianggap sebagai penyelamat oleh sekte tersebut，Lambat laun itu menjadi lelucon，[NAME]Sudah terbiasa dengan semua ini。\nYang tidak diketahui semua orang adalah，[NAME]Usaha Anda tidak sia-sia。Pada hari ketika malam kehancuran tiba，[NAME]Akhirnya, tenaga kerja mengisi kesenjangan tersebut，Menerobos batasan Badan Tianque，Untuk pertama kalinya, saya merasa marah。Nubuatan kuno tampaknya menjadi kenyataan。	1	-1	-1							-10	-10	-10	-10	-10	-10	-10	-10						LunHui_12					
200047	Human	0	0	Keluarga Pengobatan Tradisional Tiongkok	[NAME]Lahir dalam keluarga pengobatan tradisional Tiongkok，Namun ia sama sekali tidak bersedia mewarisi warisan pengobatan tradisional Tiongkok di keluarganya.，terobsesi dengan musik，Alat musik favorit saya adalah Erhu。	1	-1		2			-1				5					10												
200048	Human	1	0	penjelajah waktu	dewasa[NAME]Terpesona oleh 2D dan Gunpla，Mencari nafkah dengan mengarang dan mengajar alat musik dalam dua dimensi。Karir aktingnya selama bertahun-tahun telah memberinya tingkat artistik yang sangat tinggi，Pembuatan lem jangka panjang juga memberinya kemampuan langsung yang luar biasa。suatu malam，[NAME]Begadang untuk melawan lem menyebabkan kematian mendadak。Tunggu[IT]bangun，Saya menemukan diri saya di dunia yang aneh，[IT]Mengandalkan pencapaian artistik dan keterampilan manualnya untuk bertahan hidup dengan sukses。	1	-1	3	-3		1											5,2						Artist	CraftsmanEX	LunHui_13			
200049	Human	0	0	Reinkarnasi binatang spiritual	[NAME]sebelum lahir，Ibunya bermimpi seekor binatang aneh dilemparkan ke dalam perutnya dari awan udara hitam.，Wensheng。Masa kecilnya penuh dengan fenomena ajaib，Sudah sangat sakti di usia muda，Keberanian yang luar biasa。	1	-1		3	-2	-1	1	5																				
200050	Human	1	0	pemimpin pemberontak	[NAME]Belum puas dengan kehidupan yang nyaman dan damai，Setelah dewasa ia bergabung dengan tentara pemberontak，Dengan kekuatan yang besar, ia menjadi pemimpin pasukan pemberontak.。Namun, dalam pertempuran penyergapan，[IT]Menderita pengkhianatan dari bawahan，Bertahan secara kebetulan setelah nyaris lolos。	1	-1				1		5		5													Warrior	FacialScar				
200051	Human	0	0	Jika ada dewa	[NAME]Lahir di keluarga berkecukupan。[IT]Dia telah menunjukkan keberuntungan karena diberkati oleh para dewa sejak dia masih kecil.。Memainkan game emas krypton itu membosankan dan bergaya Eropa，Dia tidak pernah mengisi ulang uang，Tapi Anda selalu bisa mendapatkan kartu terbaik。Namun permainan hati selama bertahun-tahun juga membuatnya botak di usia muda.。	1	-1				-2	2																					
200052	Human	1	0	penjelajah waktu	[NAME]Menjadi desainer game saat dewasa。Tiba-tiba terjadi badai petir saat bekerja lembur hingga larut malam。Setelah sekejap，[NAME]Bepergian melalui。\nAkibat Time Travel rusak parah[NAME]kesehatan，Namun hal itu juga membuat pemikirannya menjadi sangat lincah。di dunia baru，[NAME]Bertahan dengan mengandalkan keberuntungan dan pemahamannya yang luar biasa。	1	-1		-2		2																						
200053	Human	0	0	orang yang malang	[NAME]Kampung halamannya terpengaruh dan hancur dalam pertempuran antara kebaikan dan kejahatan.，kehilangan rumah mereka[NAME]Terpaksa tinggal di negara lain bersama ayahnya。\nUntuk melarikan diri dari kenyataan kejam，[NAME]Ayahnya kecanduan judi，Akhirnya yang muda[NAME]dijual kepada pedagang manusia。	1	-1												8														
200054	Human	1	0	Berkeliaran sesat	[NAME]Dijual kembali beberapa kali di tangan pedagang manusia，Akhirnya terjerumus ke dalam sekte jahat，Menjadi subjek eksperimen untuk memperbaiki praktik kejahatan。Dalam proses bereksperimen dengan keterampilan jahat，[NAME]Tidak mengherankan, hal itu gagal，Dibuang ke kuburan massal。\nNamun[NAME]Sangat beruntung，Meskipun aku kehilangan satu mata karenanya，Tapi dia selamat pada akhirnya。Tubuhnya juga menderita akibat eksperimen ini，Perubahan aneh telah terjadi。	1	-1	3			2				12	8												LunHui_15	BanLeftEye				
200055	Human	0	0	Mimpi abadi	[NAME]Sebuah fenomena aneh terjadi saat lahir。ada[IT]berumur lima tahun，Bermimpi tentang makhluk abadi mengajarkan keterampilan rahasianya。sejak itu，[IT]Kemudian dia menunjukkan bakatnya dalam mengangkat beban，Dapat dengan cekatan membuat mainan perkakas yang rumit。	1	-1	1	1	1	1	2		5										10				LunHui_16					
200056	Human	1	0	empu	[NAME]Menjadi pengrajin terkenal ketika ia besar nanti.，Dia selalu mengingat mimpinya ketika dia masih kecil。Dia mengetahui hal itu di luar dunia fana，Ada dunia yang benar-benar baru，Ada seni nyata dalam menyempurnakan senjata di sana。Itu yang dia kejar。	1	-1		3		1				10						5	10											
200057	Human	0	0	tamu surgawi	Bukan pahlawan，Lebih baik dari seorang pahlawan，Tidak ada yang tahu dari mana asalnya，Saya hanya tahu bahwa dia telah mengunjungi banyak tempat，bertemu banyak orang，Tampaknya telah membawa banyak hal kembali ke jalur yang benar，Tampaknya telah menyelesaikan banyak masalah，Beberapa orang ingat bahwa dia pandai menggunakan pukulan yang mirip dengan batu-gunting-kertas.，tidak dapat diprediksi，Bertarunglah dengan lawan yang tak terkalahkan di seluruh dunia，Sekarang dia telah datang ke dunia yang benar-benar baru，Apa yang akan menunggunya?。	1	-1		2			1	5,1		10,1		10,1					10,1											
200058	Human	1	0	Hetu Luoshu	di mana pun Anda berada，Bagaimanapun juga, aku harus menemukan jalan pulang，Bepergian melalui ruang yang luas，Tersesat dalam reinkarnasi yang panjang，Xiao Xiami masih belum menyerah pada dirinya sendiri，bermanfaat，Tarik pedang untuk membantu，bersikap baik kepada orang lain，Jadilah diri Anda yang sebenarnya，Sambil menelusuri jalan pulang，Ketahui rahasia Hetu Luoshu，Memahami arti sebenarnya dari keberadaan segala sesuatu，dengan tegas memulai perjalanan。	1	-1	1	1	1	1	1											5										
200059	Human	0	0	Xia Zhongsheng	[NAME]Saya telah tinggal di antara sekelompok ksatria sejak saya masih kecil.，Dengarkan semua berita terbaru di dunia，Mempelajari berbagai ilmu pencak silat，Bersama para pahlawan，Disertai dengan kebenaran，Saya belajar banyak keterampilan dalam lingkungan seperti itu，Saya juga memahami bahwa dunia ini besar dan penuh keajaiban。	1	-1	1	1		1	1			15,2																		
200060	Human	1	0	Baixiaotong	[NAME]Ketika dia besar nanti, dia berkeliling dunia，Rekam pengalaman Anda saat merekam，Sopan di satu sisi。[IT]Ketahui urusan dunia，Bedakan antara hitam dan putih，Tulis segala sesuatu di dunia dengan satu goresan dan satu tinta，Memotong kebaikan dan kejahatan dalam kekacauan dengan satu pedang dan satu pedang，lambat laun mulai dikenal orang。Meskipun dia berperilaku seperti naga, dia melihat awal tetapi tidak melihat akhir.，Tapi dia selalu muncul ketika orang membutuhkan bantuan，Berikan saran，Berdakwah dan menjernihkan keraguan。	1	-1		1	2	1	1	5,1	5,1		5,1					10,1												
200061	Human	0	0	Reinkarnasi Skala Emas	[NAME]Awalnya ikan mas dari Sungai Tianhe，Latihan ribuan tahun secara bertahap mengarah pada pencerahan spiritual。Untuk memahami dunia manusia，[IT]Serahkan tubuhnya，Reinkarnasi di dunia manusia。\n[NAME]Sangat spiritual di usia muda，Tunjukkan bakat luar biasa。[IT]Berpikir cepat，Bahkan orang dewasa pun sering kali tidak bisa mengikuti pikirannya.。	1	-1			2																		LunHui_2					
200062	Human	1	0	wanita cantik	[NAME]Ketika ia besar nanti, ia menjadi terobsesi dengan melukis，Dengan bakatnya yang luar biasa, ia menjadi terkenal di Provinsi Gyeonggi hanya dalam waktu 28 tahun.。[IT]Pandai melukis ikan yang berenang di air，seperti kehidupan，Setiap lukisan yang Anda lihat bisa dikatakan bersifat psikis。	1	-1				1										10							Artist					
200063	Human	0	0	putra ksatria	[NAME]Saya menyukai novel seni bela diri sejak saya masih kecil，terobsesi dengan itu，Keinginan untuk menjadi seorang ksatria。Namun, orang yang lahir dalam masyarakat modern[IT]Tapi aku hanya bisa menghela nafas dengan penyesalan karenanya。\nmeskipun demikian，Semangat kesatriaan masih memberikan pengaruh yang besar pada dirinya，Dia cemburu pada kejahatan sejak dia masih kecil，Bertindak dengan cara yang sopan。	1	-1	2					5,2															Warrior					
200064	Human	1	0	penjelajah waktu	[NAME]Ketika saya besar nanti, saya menjadi terobsesi untuk mengoleksi berbagai pedang.，Dan latihan menjadikan sempurna, dan dia telah menguasai banyak tip tentang cara memelihara dan melindungi pedang.。Banyak penggemar juga yang mempercayakannya untuk membantu menjaga pedang kesayangan mereka.。\nsuatu malam，[NAME]Sambil menjaga pedang kuno yang dipercayakan oleh temannya untuk diamankan，Dia tiba-tiba melakukan perjalanan ke dunia yang aneh。	1	-1	1			1											10			0,2			LunHui_17					
200065	Human	0	0	kehidupan permainan	[NAME]Lahir di keluarga biasa di Tiongkok，[IT]Menyenangkan sejak kecil，Sering tenggelam dalam lautan permainan。Meskipun hal ini memungkinkan[IT]Terlihat sedikit introvert，Namun pengalamannya yang kaya dalam bermain game telah mengembangkan wawasannya yang tajam dan pemikirannya yang fleksibel.。	1	-1		-1		2																						
200066	Human	1	0	penjelajah waktu	[NAME]Ketika dewasa, ia mengikuti hobinya dan menjadi penguji game。sambil bermain game sepanjang malam，Tiba-tiba terjadi badai petir，[NAME]Bepergian melalui。\nsetelah perjalanan waktu[NAME]Mengandalkan wawasan yang tajam untuk segera berintegrasi ke dunia，Penggabungan ini berkembang pesat。	1	-1	1							10													LunHui_18					
200067	Human	2	0	Orang yang menambal langit	terima kasih para pemain[color=#D06508]Lagu[/color]Bantuan diberikan selama pengujian game。Dia menemukan banyak celah dengan matanya yang tajam，Memberikan kontribusi luar biasa terhadap peningkatan permainan。	1	-1	1	1	1	1	1																					
200068	Human	0	0	Yukinoko	[NAME]Lahir di musim salju ringan，Saya sangat menyukai salju ketika saya masih kecil，Dan sangat berbakat，Tidak takut dingin。[IT]Kecerdasan yang luar biasa，Membaca puisi dan buku。Hidup dan aktif，Saya suka mendaki gunung dan pohon sejak saya masih kecil.，Gerakan cepat，Bahkan tidak banyak orang dewasa yang bisa membandingkannya。	1	-1		1		1			5							8							Reader					
200069	Human	1	0	Manusia Salju	[NAME]Menjadi seorang ksatria saat dewasa，Ia terkenal dengan keterampilan tubuhnya。dalam suatu kecelakaan，Dia terluka dalam penyergapan，kehilangan satu kaki dan satu mata，Hal ini juga memaksanya untuk mengasingkan diri。\nMeskipun demikian,[NAME]Jangan pernah menyerah dalam mengejar kecepatan。sebuah kecelakaan，Dia melihat musang berjalan di salju tanpa meninggalkan jejak apapun.，realisasi tiba-tiba，mendapatkan kembali kecepatan luar biasa。	1	-1				-2		5															LunHui_19	CrippleLeft	BanLeftEye			
200070	Human	2	0	Orang yang menambal langit	terima kasih para pemain[color=#D06508]lsprotoss[/color]Bantuan diberikan selama pengujian game。Ia memberikan saran-saran penting untuk mengatur ritme permainan di babak tengah dan akhir.，Dan mengedepankan perlunya pengaturan tombol pintas，Memberikan kontribusi luar biasa terhadap peningkatan permainan。	1	-1	1	1	1	1	1																					
200071	Human	0	0	Abang mantap	Seorang anak nakal yang tumbuh dalam kemiskinan，Memiliki masa kecil yang tidak terlalu baik，Bertekad untuk menjadi pahlawan terkenal agar orang lain menganggapnya tinggi。	1	-1		1		2											5											
200072	Human	1	0	Mengejutkan Heluo dengan kedua tinjunya	Tangan Besi Li Chenglong yang Tak Terkalahkan，Bertarunglah di seluruh Heluo dengan tangan yang tak terkalahkan。Tokoh terkemuka di antara tiga bersaudara dari Tiga Orang Suci Sungai Kuning，Memimpin kedua bersaudara itu menjelajahi dunia。Meskipun saya sering melakukan hal-hal yang terkesan bodoh，Namun sifatnya tetap baik dan adil。	1	-1	1	2	2	-1		10,1	5,1	5																		
200073	Human	0	0	Pria jujur	Yatim piatu，Ketika saya masih kecil, saya berkeliling tampil dengan berbagai grup.，Dia jujur ​​​​dan jujur，menanggung kesulitan dan bertahan dalam kerja keras。Setelah kecelakaan di grup akrobatik, saya bertemu dengan kakak laki-laki tertua saya, Zhen He Luo.，Sejak saat itu, saya memutuskan untuk bekerja keras berlatih seni bela diri.，Bepergian di dunia，Jadilah pahlawan yang melindungi semua orang。	1	-1		2		1																						
200074	Human	1	0	Dada patah	Anak berkepala perunggu dan bersenjata besi di dalam batu，Orang-orang memberiku julukan yang mematahkan dada mereka.。Dia agung dan ceroboh，Cemburu pada kejahatan sama besarnya dengan kebencian，Sangat penuh kasih sayang dan benar，Terkadang sedikit jujur ​​​​dan manis，Membuat orang tertawa atau menangis。	1	-1		4	2		1	5,1	5,1																			
200075	Human	0	0	Kakak ketiga yang pintar	Chang Yufeng berasal dari latar belakang biasa，Ada beberapa kecelakaan di rumah，Setelah itu, dialah satu-satunya yang tersisa untuk berkeliaran di dunia.。Menjalani kehidupan yang sulit, dia diam-diam mengambil keputusan，Kita harus membiarkan anak-anak di masa sulit mempunyai rumah untuk kembali.。	1	-1	1	-1						5																		
200076	Human	1	0	Striga gemetar	Mengaku sebagai yang terbaik di qinggong，Penyeberangan Alang-alang Sungai Kuning yang diproklamirkan sendiri，Secara sadar bangga dan bangga，Orang-orang memberinya julukan "Striga Fright"。Dialah yang memiliki ide terkecil dan ide terbanyak di antara Tiga Orang Suci Sungai Kuning，pada saat-saat kritis，Tampaknya dia juga yang tercepat……	1	-1	2	-2		3		5															LunHui_23					
200077	Human	0	0	persembahan cinta	[NAME]Hidup dikelilingi cinta sejak kecil，Didukung seluruh desa dengan cinta bagaikan bintang yang memegang bulan。Ia juga mempunyai suara nyanyian yang indah，Dan sangat dicintai oleh seluruh desa，Ia menunjukkan sikap mendominasi di usia muda。	1	-1			1		2			3,2						5,2												
200078	Human	1	0	Tak terkalahkan dan paling kesepian	sudah dewasa[NAME]Memulai perjalanan untuk menjadi orang yang tak terkalahkan，Menginspirasi untuk menjadi master yang tak terkalahkan di dunia，Itu benar，dia tidak terkalahkan。	1	-1	3		2			10,1	5,2								8											
200079	Human	0	0	pusat pelatihan yayasan	[NAME]Dibesarkan di panti asuhan yang menerapkan sistem eliminasi tempat terakhir。Anak-anak yatim piatu yang diadopsi di sini akan diajarkan berbagai keterampilan untuk mendapatkan komisi khusus dari sponsor.：Terkadang menjadi pembunuh organisasi，Kadang-kadang digunakan sebagai badan sihir magis.。Tapi bahkan dalam keadaan yang kejam，Dia dan adik angkatnya yang dia temui di sini masih saling mendukung.。	1	-1		1		1	2			5	5		-5															
200080	Human	1	0	Penjaga Pusaran	Subjek Eksperimental yang Bertahan，Ksatria pengembara，Darah manusia dan energi ungu hidup berdampingan di dalam tubuh。Kekuatan Ibu Dewi menyatu dengannya，Memberikan kemampuan regenerasi yang luar biasa dan umur yang panjang。Tapi sesuai，Keadaan semi-energinya yang tidak stabil mengharuskannya tidur dalam waktu lama untuk mempertahankannya。dalam tidur nyenyak，Dia terkejut saat mengetahui bahwa dia telah memasuki dunia yang benar-benar baru，Kekuatan yang menyertainya juga menghilang tanpa jejak。Akankah ini menjadi awal yang baru?？	1	-1	3					10,1	8								5	8,1										
200081	Human	0	0	Putra dari keluarga bangsawan	[NAME]Tumbuh di menara gading，Ulang tahun adalah hari kedelapan bulan April，Hari yang sama dengan Siddhartha，Oleh karena itu, orang-orang di sekitar saya menaruh perhatian dan menaruh harapan besar kepada mereka.，Untuk meneruskan warisan keluarga、Memberikan kontribusi yang besar。[NAME]Saya suka membaca dan berpikir sejak saya masih kecil.，Fokus pada filsafat dan agama，Ungkapkan bakat luar biasa。[IT]Meski berkarakter tenang dan lembut，Sederhana dan baik hati，Tapi karena idenya unik，Sering dianggap sombong dan menyendiri。	1	-1			-1	2						-5	-5	-5	-5	5	5											
200082	Human	1	0	pertapa	Setelah dewasa，[NAME]Kesadaran diri berangsur-angsur terbangun，Bertekad untuk tidak mengikuti jalan yang diatur oleh keluarga saya。Setelah mengalami masa kembang api manusia，Lambat laun saya memahami misi hidup saya，Jadi dia melihat dunia manusia dan memutuskan untuk menjadi biksu。	1	-1	2		2	1		3	3	10,1	5							3	3									
200083	Human	0	0	keluarga nelayan	[NAME]Lahir di desa nelayan sejak kecil，Seluruh desa menikmatinya，Hubungan harmonis antar tetangga。[NAME]Dia telah mengembangkan persepsi luar biasa dan tubuh kuatnya saat memancing sejak dia masih kecil.。	1	-1	1	1	1	1								2														
200084	Human	1	0	Petualangan Penglai	Saat aku pergi memancing bersama ayahku,，[NAME]Menghadapi puting beliung，Ketika saya bangun, saya berjalan sendirian ke Penglai Wonderland。Meskipun makhluk abadi di pulau itu tidak pernah mengajarkan alat penyihir Tao,，Namun saya juga mempelajari beberapa teknik meditasi dan pernapasan。Perubahan besar pasca Penglai，Sebagai manusia fana, dia harus kembali ke dunia pada akhirnya.。Tapi pengalaman Penglai Immortal Island，Menciptakan landasan yang kuat untuknya。	1	-1			-2	1	3	3	8	-4			-4		-4		-4	5,1	5,1									
200085	Human	0	0	pekerja anak puding lemak	usia muda，Puding Gemuk telah merasukinya sejak dia masih kecil，Dibudidayakan sebagai kuli。Hidup di jalanan sepanjang hari, memunguti kain perca，meminta uang。Penderitaan ini adalah[IT]mengasah kemauan yang kuat。	1	-1		-1		1		-3	-3		4			8	5			-3										
200086	Human	1	0	Penjelajah Kota Bertembok	Untuk menemukan pengalaman hidup seseorang，[NAME]Dia pergi menjelajahi dunia teman-temannya.，Namun, pada akhirnya terungkap bahwa semuanya adalah misteri。Jadi pecahkan saja stoplesnya dan buang，Berhentilah mengkhawatirkan masa lalu。Sekarang dia berkeliaran di Kowloon Walled City di Hong Kong sepanjang tahun，Sekadar merasakan kehidupan aneh orang-orang di dasar kota bertembok。	1	-1	1	1	1	1	2			5						5,1			3				Pessimism	Rugged				
200087	Human	0	0	Pemula menyapu	[NAME]Pengalaman hidup yang tidak diketahui，Diadopsi oleh biksu dari Kuil Rocket Boxing sejak kecil，Menjadi biksu pemula。[NAME]Sejak yang saya ingat, saya rajin menyapu lantai di Kuil Tinju Roket.。	1	-1	2	1		1		5	3	-3																		
200088	Human	1	0	Biksu Penyapu	[NAME]Ketika beranjak dewasa, ia masih mengemban tugas menyapu lantai.，Hanya melakukan ini selama tiga puluh tahun。Menyapu dedaunan yang berguguran di musim semi dan musim gugur，Menyapu bunga terbang di musim panas，Menyapu salju di musim dingin。Matahari terbit，Larut malam。Orang-orang datang dan pergi di kuil，Dupanya sangat kuat，Tapi tidak ada yang berbicara dengannya，Tidak ada yang tahu namanya。	1	-1		2		2	-1	10	5	-5																		
200089	Human	0	0	Bocah hiperaktif	[NAME]Sejak saya masih kecil, saya mendapat masalah di mana-mana karena saya ingin tahu tentang berbagai hal.，Suka bereksperimen dengan mencampurkan segala macam hal aneh menjadi satu，Akan merakit kembali kembang api dan petasan yang telah dibongkar sebelum menyalakannya。Mungkin karena alasan serupa，Dalam novel yang saya tulis saat remaja，Protagonis yang merupakan inkarnasi dari penulis adalah seorang pendekar pedang yang menggunakan sihir api.。	1	-1	2	2		1	1	3		5	-2		-2	-2	-2		10,1		3									
200090	Human	1	0	Jongkok di rumah	[NAME]Terlibat dalam pekerjaan yang berhubungan dengan bahasa dan menulis sebagai orang dewasa，Saya menjadi terlalu malas untuk bergerak，Dan dengan“Seorang ulama dapat mengetahui urusan dunia tanpa harus keluar”sebagai alasan untuk kemalasan。Percaya bahwa sihir terkuat di dunia adalah Teknik Klon Berbulu Sun Wukong，Karena Anda bisa membiarkan klon Anda melakukan hal-hal yang merepotkan.。Namun, rambutnya perlahan mulai menipis，Prospek mimpi ini menjadi sulit。	1	-1	1	-1	1	2										8		5										
200091	Human	0	0	anak-anak jauh dari rumah	[NAME]Anak-anak yang telah menarik diri sejak kecil，Karena latar belakangnya yang buruk, ia sering diintimidasi oleh sukunya.。[IT]Saya hanya bisa bermain piano siang dan malam，Temukan hiburan dalam musik。ketika dia masih sangat muda，Hanya satu orang dan satu piano yang meninggalkan rumah.，Berkeliaran di negara asing。	1	-1	1		-1	2			5	-3						5,2												
200092	Human	1	0	lebih luthier	lebih dari dua puluh tahun kemudian，Seorang pemain biola virtuoso menjadi terkenal。Ada banyak sekali orang di dunia yang ingin memintanya membuat piano.，Namun sangat sedikit orang yang dapat menemukan jejaknya。	1	-1	1		2	1			8							10	12											
200093	Human	0	0	Hancurkan rumah dan lari	[NAME]Saya memiliki ketertarikan misterius pada tulang sejak saya masih kecil.。Selama saya bisa mendapatkannya，ditusuk、Jatuh menjadi seekor anjing、Saya tidak akan ragu untuk menghancurkan rumah saya.。Sering berkeliaran mencari tulang di dekatnya，Berpikir bahwa mempelajari tulang akan menjadi minat seumur hidupnya，Di usia muda, dia yakin akan hal ini。	1	-1	1	2	3		1	5		-8			-8															
200094	Human	1	0	“Penyihir Tulang”	Setelah tumbuh dewasa, ia mulai tertarik pada lawan jenis dewasa dari desa yang sama.。Semua kucing dan anjing di desa mengatakan mereka bisa membalikkan keadaan.，Dia sering membacakan mantra anehnya kepada gadis dari desa yang sama.（guk guk guk）。Namun, nampaknya gadis asal desa yang sama ini hanya tertarik pada tulang aneh yang dibawanya。	1	-1	1	1			1	5						5	5			8,2	8,2									
200095	Human	0	0	keluarga nelayan	Lahir dari keluarga nelayan，Tongyuyu，Sejak kecil, saya mengikuti ayah saya memancing di sungai dan danau di seluruh dunia.，	1	-1	2			1						5,1																
200096	Human	1	0	ahli kelautan	[NAME]Ketika saya berumur tujuh belas tahun, saya menangkap ikan aneh di Danau Zhishui.。Belah perut ikan dan dapatkan catatan，Kirimkan surat“Jumlah hari berubah，Artefak lebih mudah，Dan kembalilah kepada orang-orang yang berbudi luhur，Temukan Trisula，Akan mendapatkan kekuatan seluruh Atlantis”。Sejak saat itu, kami mulai mempelajari peradaban kuno di lautan.。	1	-1	2				3	5	5	5									5,2									
200097	Human	0	0	asal usulnya tidak diketahui	[NAME]Pengalaman hidup yang tidak diketahui，masih muda[IT]Ditemukan oleh ahli kelautan di Pulau Alola dan dibawa kembali ke Dataran Tengah。	1	-1		-1	2	1				-5						10,2												
200098	Human	1	0	diva	[NAME]Menjadi penyanyi saat kamu besar nanti，[ITS]Lagunya indah namun memiliki kekuatan magis yang membuat orang lapar。Sebarkan rasa lapar dengan bernyanyi kemana pun Anda pergi，Kumpulkan makanan lezat di mana-mana。	1	-1			1	1			-3			10,1																
